"No.","Time","Source","Destination","Protocol","Length","Info"
"104","44.958615","172.16.4.193","172.16.4.255","NBNS","92","Name query NB WPAD<00>"
"105","45.218410","204.79.197.200","172.16.4.193","TCP","66","80  >  49159 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1321 WS=256 SACK_PERM"
"106","45.218574","172.16.4.193","204.79.197.200","TCP","60","49159  >  80 [ACK] Seq=1 Ack=1 Win=66048 Len=0"
"107","45.218819","172.16.4.193","204.79.197.200","HTTP","550","GET / HTTP/1.1 "
"108","45.219218","204.79.197.200","172.16.4.193","TCP","66","80  >  49158 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1321 WS=256 SACK_PERM"
"109","45.219360","172.16.4.193","204.79.197.200","TCP","60","49158  >  80 [ACK] Seq=1 Ack=1 Win=66048 Len=0"
"110","45.297602","204.79.197.200","172.16.4.193","TCP","54","80  >  49159 [ACK] Seq=1 Ack=497 Win=132096 Len=0"
"111","45.352517","204.79.197.200","172.16.4.193","TCP","1375","80  >  49159 [ACK] Seq=1 Ack=497 Win=132096 Len=1321 [TCP PDU reassembled in 165]"
"112","45.352563","204.79.197.200","172.16.4.193","TCP","623","80  >  49159 [PSH, ACK] Seq=1322 Ack=497 Win=132096 Len=569 [TCP PDU reassembled in 165]"
"113","45.352594","204.79.197.200","172.16.4.193","TCP","1375","80  >  49159 [ACK] Seq=1891 Ack=497 Win=132096 Len=1321 [TCP PDU reassembled in 165]"
"114","45.352698","204.79.197.200","172.16.4.193","TCP","1375","80  >  49159 [ACK] Seq=3212 Ack=497 Win=132096 Len=1321 [TCP PDU reassembled in 165]"
"115","45.352754","172.16.4.193","204.79.197.200","TCP","60","49159  >  80 [ACK] Seq=497 Ack=1322 Win=66048 Len=0"
"116","45.352790","172.16.4.193","204.79.197.200","TCP","60","49159  >  80 [ACK] Seq=497 Ack=1891 Win=65280 Len=0"
"117","45.352931","204.79.197.200","172.16.4.193","TCP","1375","80  >  49159 [ACK] Seq=4533 Ack=497 Win=132096 Len=1321 [TCP PDU reassembled in 165]"
"118","45.353000","172.16.4.193","204.79.197.200","TCP","60","49159  >  80 [ACK] Seq=497 Ack=3212 Win=66048 Len=0"
"119","45.353010","172.16.4.193","204.79.197.200","TCP","60","49159  >  80 [ACK] Seq=497 Ack=4533 Win=66048 Len=0"
"120","45.353030","204.79.197.200","172.16.4.193","TCP","1375","80  >  49159 [ACK] Seq=5854 Ack=497 Win=132096 Len=1321 [TCP PDU reassembled in 165]"
"121","45.353161","204.79.197.200","172.16.4.193","TCP","1375","80  >  49159 [ACK] Seq=7175 Ack=497 Win=132096 Len=1321 [TCP PDU reassembled in 165]"
"122","45.353250","172.16.4.193","204.79.197.200","TCP","60","49159  >  80 [ACK] Seq=497 Ack=5854 Win=66048 Len=0"
"123","45.353258","172.16.4.193","204.79.197.200","TCP","60","49159  >  80 [ACK] Seq=497 Ack=7175 Win=66048 Len=0"
"124","45.353276","204.79.197.200","172.16.4.193","TCP","1375","80  >  49159 [ACK] Seq=8496 Ack=497 Win=132096 Len=1321 [TCP PDU reassembled in 165]"
"125","45.353302","204.79.197.200","172.16.4.193","TCP","320","80  >  49159 [PSH, ACK] Seq=9817 Ack=497 Win=132096 Len=266 [TCP PDU reassembled in 165]"
"126","45.353423","204.79.197.200","172.16.4.193","TCP","1375","80  >  49159 [ACK] Seq=10083 Ack=497 Win=132096 Len=1321 [TCP PDU reassembled in 165]"
"127","45.353499","172.16.4.193","204.79.197.200","TCP","60","49159  >  80 [ACK] Seq=497 Ack=8496 Win=66048 Len=0"
"128","45.353507","172.16.4.193","204.79.197.200","TCP","60","49159  >  80 [ACK] Seq=497 Ack=9817 Win=66048 Len=0"
"129","45.353514","172.16.4.193","204.79.197.200","TCP","60","49159  >  80 [ACK] Seq=497 Ack=10083 Win=65536 Len=0"
"130","45.353530","204.79.197.200","172.16.4.193","TCP","1375","80  >  49159 [ACK] Seq=11404 Ack=497 Win=132096 Len=1321 [TCP PDU reassembled in 165]"
"131","45.353668","204.79.197.200","172.16.4.193","TCP","1375","80  >  49159 [ACK] Seq=12725 Ack=497 Win=132096 Len=1321 [TCP PDU reassembled in 165]"
"132","45.353749","172.16.4.193","204.79.197.200","TCP","60","49159  >  80 [ACK] Seq=497 Ack=11404 Win=64256 Len=0"
"133","45.353757","172.16.4.193","204.79.197.200","TCP","60","49159  >  80 [ACK] Seq=497 Ack=12725 Win=62976 Len=0"
"134","45.353776","204.79.197.200","172.16.4.193","TCP","1375","80  >  49159 [ACK] Seq=14046 Ack=497 Win=132096 Len=1321 [TCP PDU reassembled in 165]"
"135","45.353897","204.79.197.200","172.16.4.193","TCP","1375","80  >  49159 [ACK] Seq=15367 Ack=497 Win=132096 Len=1321 [TCP PDU reassembled in 165]"
"136","45.353999","172.16.4.193","204.79.197.200","TCP","60","49159  >  80 [ACK] Seq=497 Ack=14046 Win=61696 Len=0"
"137","45.354007","172.16.4.193","204.79.197.200","TCP","60","49159  >  80 [ACK] Seq=497 Ack=15367 Win=60416 Len=0"
"138","45.354025","204.79.197.200","172.16.4.193","TCP","1375","80  >  49159 [ACK] Seq=16688 Ack=497 Win=132096 Len=1321 [TCP PDU reassembled in 165]"
"139","45.354050","204.79.197.200","172.16.4.193","TCP","320","80  >  49159 [PSH, ACK] Seq=18009 Ack=497 Win=132096 Len=266 [TCP PDU reassembled in 165]"
"140","45.354177","204.79.197.200","172.16.4.193","TCP","1375","80  >  49159 [ACK] Seq=18275 Ack=497 Win=132096 Len=1321 [TCP PDU reassembled in 165]"
"141","45.354250","172.16.4.193","204.79.197.200","TCP","60","49159  >  80 [ACK] Seq=497 Ack=16688 Win=59136 Len=0"
"142","45.354259","172.16.4.193","204.79.197.200","TCP","60","49159  >  80 [ACK] Seq=497 Ack=18009 Win=57856 Len=0"
"143","45.354265","172.16.4.193","204.79.197.200","TCP","60","49159  >  80 [ACK] Seq=497 Ack=18275 Win=57344 Len=0"
"144","45.354284","204.79.197.200","172.16.4.193","TCP","1375","80  >  49159 [ACK] Seq=19596 Ack=497 Win=132096 Len=1321 [TCP PDU reassembled in 165]"
"145","45.354499","172.16.4.193","204.79.197.200","TCP","60","49159  >  80 [ACK] Seq=497 Ack=19596 Win=56064 Len=0"
"146","45.354511","172.16.4.193","204.79.197.200","TCP","60","49159  >  80 [ACK] Seq=497 Ack=20917 Win=54784 Len=0"
"147","45.358893","172.16.4.193","204.79.197.200","TCP","60","[TCP Window Update] 49159  >  80 [ACK] Seq=497 Ack=20917 Win=66048 Len=0"
"148","45.423695","204.79.197.200","172.16.4.193","TCP","1375","80  >  49159 [ACK] Seq=20917 Ack=497 Win=132096 Len=1321 [TCP PDU reassembled in 165]"
"149","45.423735","204.79.197.200","172.16.4.193","TCP","1375","80  >  49159 [ACK] Seq=22238 Ack=497 Win=132096 Len=1321 [TCP PDU reassembled in 165]"
"150","45.423921","204.79.197.200","172.16.4.193","TCP","1375","80  >  49159 [ACK] Seq=23559 Ack=497 Win=132096 Len=1321 [TCP PDU reassembled in 165]"
"151","45.423955","172.16.4.193","204.79.197.200","TCP","60","49159  >  80 [ACK] Seq=497 Ack=22238 Win=66048 Len=0"
"152","45.423992","172.16.4.193","204.79.197.200","TCP","60","49159  >  80 [ACK] Seq=497 Ack=23559 Win=66048 Len=0"
"153","45.424067","204.79.197.200","172.16.4.193","TCP","1375","80  >  49159 [ACK] Seq=24880 Ack=497 Win=132096 Len=1321 [TCP PDU reassembled in 165]"
"154","45.424146","204.79.197.200","172.16.4.193","TCP","1375","80  >  49159 [PSH, ACK] Seq=26201 Ack=497 Win=132096 Len=1321 [TCP PDU reassembled in 165]"
"155","45.424201","172.16.4.193","204.79.197.200","TCP","60","49159  >  80 [ACK] Seq=497 Ack=24880 Win=66048 Len=0"
"156","45.424451","172.16.4.193","204.79.197.200","TCP","60","49159  >  80 [ACK] Seq=497 Ack=26201 Win=66048 Len=0"
"157","45.424462","172.16.4.193","204.79.197.200","TCP","60","49159  >  80 [ACK] Seq=497 Ack=27522 Win=66048 Len=0"
"158","45.434746","204.79.197.200","172.16.4.193","TCP","1375","80  >  49159 [PSH, ACK] Seq=27522 Ack=497 Win=132096 Len=1321 [TCP PDU reassembled in 165]"
"159","45.434961","172.16.4.193","204.79.197.200","TCP","60","49159  >  80 [ACK] Seq=497 Ack=28843 Win=66048 Len=0"
"160","45.434965","204.79.197.200","172.16.4.193","TCP","1375","80  >  49159 [ACK] Seq=28843 Ack=497 Win=132096 Len=1321 [TCP PDU reassembled in 165]"
"161","45.435110","204.79.197.200","172.16.4.193","TCP","1375","80  >  49159 [ACK] Seq=30164 Ack=497 Win=132096 Len=1321 [TCP PDU reassembled in 165]"
"162","45.435207","172.16.4.193","204.79.197.200","TCP","60","49159  >  80 [ACK] Seq=497 Ack=30164 Win=66048 Len=0"
"163","45.435212","204.79.197.200","172.16.4.193","TCP","1375","80  >  49159 [ACK] Seq=31485 Ack=497 Win=132096 Len=1321 [TCP PDU reassembled in 165]"
"164","45.435324","204.79.197.200","172.16.4.193","TCP","1375","80  >  49159 [ACK] Seq=32806 Ack=497 Win=132096 Len=1321 [TCP PDU reassembled in 165]"
"165","45.435434","204.79.197.200","172.16.4.193","HTTP","1246","HTTP/1.1 200 OK  (text/html)"
"166","45.435459","172.16.4.193","204.79.197.200","TCP","60","49159  >  80 [ACK] Seq=497 Ack=31485 Win=66048 Len=0"
"167","45.435473","172.16.4.193","204.79.197.200","TCP","60","49159  >  80 [ACK] Seq=497 Ack=32806 Win=66048 Len=0"
"168","45.435707","172.16.4.193","204.79.197.200","TCP","60","49159  >  80 [ACK] Seq=497 Ack=34127 Win=66048 Len=0"
"169","45.435718","172.16.4.193","204.79.197.200","TCP","60","49159  >  80 [ACK] Seq=497 Ack=35319 Win=64768 Len=0"
"170","45.562039","172.16.4.193","204.79.197.200","HTTP","695","GET /s/a/hpc18.png HTTP/1.1 "
"171","45.634545","204.79.197.200","172.16.4.193","TCP","54","80  >  49158 [ACK] Seq=1 Ack=642 Win=132096 Len=0"
"172","45.634902","204.79.197.200","172.16.4.193","TCP","1375","80  >  49158 [ACK] Seq=1 Ack=642 Win=132096 Len=1321 [TCP PDU reassembled in 179]"
"173","45.635157","172.16.4.193","204.79.197.200","TCP","60","49158  >  80 [ACK] Seq=642 Ack=1322 Win=66048 Len=0"
"174","45.635210","204.79.197.200","172.16.4.193","TCP","1375","80  >  49158 [ACK] Seq=1322 Ack=642 Win=132096 Len=1321 [TCP PDU reassembled in 179]"
"175","45.635324","204.79.197.200","172.16.4.193","TCP","1375","80  >  49158 [ACK] Seq=2643 Ack=642 Win=132096 Len=1321 [TCP PDU reassembled in 179]"
"176","45.635402","172.16.4.193","204.79.197.200","TCP","60","49158  >  80 [ACK] Seq=642 Ack=2643 Win=66048 Len=0"
"177","45.635439","204.79.197.200","172.16.4.193","TCP","1375","80  >  49158 [ACK] Seq=3964 Ack=642 Win=132096 Len=1321 [TCP PDU reassembled in 179]"
"178","45.635561","204.79.197.200","172.16.4.193","TCP","1375","80  >  49158 [ACK] Seq=5285 Ack=642 Win=132096 Len=1321 [TCP PDU reassembled in 179]"
"179","45.635589","204.79.197.200","172.16.4.193","HTTP","349","HTTP/1.1 200 OK  (PNG)"
"180","45.635652","172.16.4.193","204.79.197.200","TCP","60","49158  >  80 [ACK] Seq=642 Ack=3964 Win=66048 Len=0"
"181","45.635668","172.16.4.193","204.79.197.200","TCP","60","49158  >  80 [ACK] Seq=642 Ack=5285 Win=66048 Len=0"
"182","45.635902","172.16.4.193","204.79.197.200","TCP","60","49158  >  80 [ACK] Seq=642 Ack=6606 Win=66048 Len=0"
"183","45.635914","172.16.4.193","204.79.197.200","TCP","60","49158  >  80 [ACK] Seq=642 Ack=6901 Win=65536 Len=0"
"184","45.662372","172.16.4.193","204.79.197.200","HTTP","598","GET /fd/s/a/hp/bing.svg HTTP/1.1 "
"185","45.690347","172.16.4.193","204.79.197.200","HTTP","880","GET /fd/ls/l?IG=194EC908DA65455B9E9A98285A33132B&Type=Event.CPT&DATA={""pp"":{""S"":""L"",""FC"":-1,""BC"":-1,""SE"":-1,""TC"":-1,""H"":125,""BP"":187,""CT"":209,""IL"":3},""ad"":[-1,-1,878,551,878,551,1]}&P=SERP&DA=BN1&MN=SERP HTTP/1.1 "
"186","45.693536","172.16.4.193","204.79.197.200","TCP","66","49160  >  80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM"
"187","45.694757","172.16.4.193","204.79.197.200","TCP","66","49161  >  80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM"
"188","45.709673","172.16.4.193","172.16.4.255","NBNS","92","Name query NB WPAD<00>"
"189","45.739843","204.79.197.200","172.16.4.193","TCP","54","80  >  49158 [ACK] Seq=6901 Ack=1186 Win=131328 Len=0"
"190","45.740584","204.79.197.200","172.16.4.193","TCP","1375","80  >  49158 [ACK] Seq=6901 Ack=1186 Win=131328 Len=1321 [TCP PDU reassembled in 297]"
"191","45.740834","172.16.4.193","204.79.197.200","TCP","60","49158  >  80 [ACK] Seq=1186 Ack=8222 Win=66048 Len=0"
"192","45.764061","204.79.197.200","172.16.4.193","TCP","54","80  >  49159 [ACK] Seq=35319 Ack=1323 Win=131072 Len=0"
"193","45.767861","204.79.197.200","172.16.4.193","HTTP","272","HTTP/1.1 204 OK "
"194","45.768014","172.16.4.193","204.79.197.200","TCP","60","49159  >  80 [ACK] Seq=1323 Ack=35537 Win=66048 Len=0"
"195","45.768258","172.16.4.193","204.79.197.200","TCP","721","49159  >  80 [PSH, ACK] Seq=1323 Ack=35537 Win=66048 Len=667 [TCP PDU reassembled in 196]"
"196","45.768507","172.16.4.193","204.79.197.200","HTTP/XML","391","POST /fd/ls/lsp.aspx? HTTP/1.1 "
"197","45.773043","204.79.197.200","172.16.4.193","TCP","66","80  >  49161 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1321 WS=256 SACK_PERM"
"198","45.773073","204.79.197.200","172.16.4.193","TCP","66","80  >  49160 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1321 WS=256 SACK_PERM"
"199","45.773191","172.16.4.193","204.79.197.200","TCP","60","49161  >  80 [ACK] Seq=1 Ack=1 Win=66048 Len=0"
"200","45.773436","172.16.4.193","204.79.197.200","TCP","60","49160  >  80 [ACK] Seq=1 Ack=1 Win=66048 Len=0"
"201","45.773449","172.16.4.193","204.79.197.200","HTTP","1272","GET /rms/BingCore.Bundle/jc,nj/5353b0f3/0774d476.js?bu=rms+answers+Shared+BingCore%24ClientInstV2%24DuplicateXlsDefaultConfig%2cBingCore%24ClientInstV2%24SharedLocalStorageConfigDefault%2cBingCore%24shared%2cBingCore%24env.override%2cEmpty%2cBingCore%24event.custom.fix%2cBingCore%24event.native%2cBingCore%24onHTML%2cBingCore%24dom%2cBingCore%24cookies%2cBingCore%24rmsajax%2cBingCore%24ClientInstV2%24LogUploadCapFeatureDisabled%2cBingCore%24ClientInstV2%24ClientInstConfigSeparateOfflineQueue%2cBingCore%24clientinst%2cBingCore%24replay%2cBingCore%24Animation%2cBingCore%24fadeAnimation%2cBingCore%24framework HTTP/1.1 "
"202","45.847963","204.79.197.200","172.16.4.193","TCP","54","80  >  49159 [ACK] Seq=35537 Ack=1990 Win=132096 Len=0"
"203","45.848712","204.79.197.200","172.16.4.193","TCP","54","80  >  49159 [ACK] Seq=35537 Ack=2327 Win=131584 Len=0"
"204","45.848870","204.79.197.200","172.16.4.193","TCP","54","80  >  49161 [ACK] Seq=1 Ack=1219 Win=132096 Len=0"
"205","45.849072","204.79.197.200","172.16.4.193","TCP","1375","80  >  49161 [ACK] Seq=1 Ack=1219 Win=132096 Len=1321 [TCP PDU reassembled in 220]"
"206","45.849251","204.79.197.200","172.16.4.193","TCP","1375","80  >  49161 [ACK] Seq=1322 Ack=1219 Win=132096 Len=1321 [TCP PDU reassembled in 220]"
"207","45.849321","172.16.4.193","204.79.197.200","TCP","60","49161  >  80 [ACK] Seq=1219 Ack=1322 Win=66048 Len=0"
"208","45.849364","204.79.197.200","172.16.4.193","TCP","1375","80  >  49161 [ACK] Seq=2643 Ack=1219 Win=132096 Len=1321 [TCP PDU reassembled in 220]"
"209","45.849481","204.79.197.200","172.16.4.193","TCP","1375","80  >  49161 [ACK] Seq=3964 Ack=1219 Win=132096 Len=1321 [TCP PDU reassembled in 220]"
"210","45.849566","172.16.4.193","204.79.197.200","TCP","60","49161  >  80 [ACK] Seq=1219 Ack=2643 Win=66048 Len=0"
"211","45.849584","172.16.4.193","204.79.197.200","TCP","60","49161  >  80 [ACK] Seq=1219 Ack=3964 Win=66048 Len=0"
"212","45.849658","204.79.197.200","172.16.4.193","TCP","1375","80  >  49161 [ACK] Seq=5285 Ack=1219 Win=132096 Len=1321 [TCP PDU reassembled in 220]"
