"No.","Time","Source","Destination","Protocol","Length","Info"
"36","0.450268","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=76321 Win=781 Len=0"
"37","0.450268","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=79201 Win=781 Len=0"
"38","0.450268","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=82081 Win=781 Len=0"
"39","0.450268","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=84961 Win=781 Len=0"
"40","0.450268","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=87841 Win=781 Len=0"
"41","0.450268","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=90721 Win=781 Len=0"
"42","0.450347","10.12.189.219","20.209.142.129","SSLv2","49014","Encrypted Data, Encrypted Data, Encrypted Data, Encrypted Data, Encrypted Data"
"43","0.490221","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=92161 Win=781 Len=0"
"44","0.490262","10.12.189.219","20.209.142.129","TCP","1494","51229  >  443 [ACK] Seq=141121 Ack=1 Win=255 Len=1440 [TCP PDU reassembled in 51]"
"45","0.748272","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=95041 Win=781 Len=0"
"46","0.748272","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=97921 Win=781 Len=0"
"47","0.748272","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=100801 Win=781 Len=0"
"48","0.748272","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=103681 Win=781 Len=0"
"49","0.748272","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=106561 Win=781 Len=0"
"50","0.748272","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=109441 Win=781 Len=0"
"51","0.748344","10.12.189.219","20.209.142.129","SSLv2","18774","Encrypted Data"
"52","0.748480","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=112321 Win=781 Len=0"
"53","0.748480","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=115201 Win=781 Len=0"
"54","0.748480","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=118081 Win=781 Len=0"
"55","0.748494","10.12.189.219","20.209.142.129","SSLv2","10134","Encrypted Data, Encrypted Data"
"56","0.748600","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=120961 Win=781 Len=0"
"57","0.748600","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=123841 Win=781 Len=0"
"58","0.748600","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=126721 Win=781 Len=0"
"59","0.748628","10.12.189.219","20.209.142.129","SSLv2","8694","Encrypted Data"
"60","0.749512","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=129601 Win=781 Len=0"
"61","0.749512","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=132481 Win=781 Len=0"
"62","0.749512","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=135361 Win=781 Len=0"
"63","0.749550","10.12.189.219","20.209.142.129","SSLv2","8694","Encrypted Data"
"64","0.749911","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=138241 Win=781 Len=0"
"65","0.749911","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=141121 Win=781 Len=0"
"66","0.749940","10.12.189.219","20.209.142.129","SSLv2","7254",""
"67","0.789140","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=142561 Win=781 Len=0"
"68","0.789203","10.12.189.219","20.209.142.129","SSLv2","1494","Encrypted Data"
"69","0.805205","IETF-VRRP-VRID_fe","Broadcast","ARP","60","Who has 10.12.187.207? Tell 10.12.176.1"
"70","1.055501","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=145441 Win=781 Len=0"
"71","1.055501","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=148321 Win=781 Len=0"
"72","1.055501","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=151201 Win=781 Len=0"
"73","1.055501","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=154081 Win=781 Len=0"
"74","1.055501","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=156961 Win=781 Len=0"
"75","1.055501","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=159841 Win=781 Len=0"
"76","1.055501","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=162721 Win=781 Len=0"
"77","1.055622","10.12.189.219","20.209.142.129","SSLv2","21654","Encrypted Data, Encrypted Data, Encrypted Data"
"78","1.055852","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=165601 Win=781 Len=0"
"79","1.055852","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=168481 Win=781 Len=0"
"80","1.055852","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=171361 Win=781 Len=0"
"81","1.055852","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=174241 Win=781 Len=0"
"82","1.055852","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=177121 Win=781 Len=0"
"83","1.055852","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=180001 Win=781 Len=0"
"84","1.055852","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=184321 Win=781 Len=0"
"85","1.055852","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=185761 Win=781 Len=0"
"86","1.055852","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=188641 Win=781 Len=0"
"87","1.055852","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=191521 Win=781 Len=0"
"88","1.055852","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=194401 Win=781 Len=0"
"89","1.055852","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=197281 Win=781 Len=0"
"90","1.055908","10.12.189.219","20.209.142.129","SSLv2","37494","Encrypted Data"
"91","1.138141","HewlettPacka_81:05:00","Broadcast","ARP","60","Who has 10.12.179.73? Tell 10.12.191.254"
"92","1.362408","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=200161 Win=781 Len=0"
"93","1.362408","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=203041 Win=781 Len=0"
"94","1.362408","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=205921 Win=781 Len=0"
"95","1.362408","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=208801 Win=781 Len=0"
"96","1.362408","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=211681 Win=781 Len=0"
"97","1.362408","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=214561 Win=781 Len=0"
"98","1.362408","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=217441 Win=781 Len=0"
"99","1.362459","10.12.189.219","20.209.142.129","SSLv2","23094","Encrypted Data"
"100","1.362586","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=220321 Win=781 Len=0"
"101","1.362586","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=223201 Win=781 Len=0"
"102","1.362586","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=226081 Win=781 Len=0"
"103","1.362586","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=228961 Win=781 Len=0"
"104","1.362586","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=231841 Win=781 Len=0"
"105","1.362586","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=234721 Win=781 Len=0"
"106","1.362586","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=237601 Win=781 Len=0"
"107","1.362586","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=240481 Win=781 Len=0"
"108","1.362586","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=243361 Win=781 Len=0"
"109","1.362586","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=246241 Win=781 Len=0"
"110","1.362586","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=249121 Win=781 Len=0"
"111","1.362586","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=252001 Win=781 Len=0"
"112","1.362586","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=254881 Win=781 Len=0"
"113","1.362586","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=256321 Win=781 Len=0"
"114","1.362607","10.12.189.219","20.209.142.129","SSLv2","41814","Encrypted Data, Encrypted Data, Encrypted Data"
"115","1.669404","IETF-VRRP-VRID_fe","Broadcast","ARP","60","Who has 10.12.185.174? Tell 10.12.176.1"
"116","1.672168","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=259201 Win=781 Len=0"
"117","1.672168","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=262081 Win=781 Len=0"
"118","1.672168","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=264961 Win=781 Len=0"
"119","1.672237","10.12.189.219","20.209.142.129","SSLv2","10134",""
"120","1.674508","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=267841 Win=781 Len=0"
"121","1.674508","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=270721 Win=781 Len=0"
"122","1.674508","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=273601 Win=781 Len=0"
"123","1.674559","10.12.189.219","20.209.142.129","TCP","10134","51229  >  443 [ACK] Seq=331201 Ack=1 Win=255 Len=10080"
"124","1.674737","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=276481 Win=781 Len=0"
"125","1.674737","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=279361 Win=781 Len=0"
"126","1.674737","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=282241 Win=781 Len=0"
"127","1.674737","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=285121 Win=781 Len=0"
"128","1.674737","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=288001 Win=781 Len=0"
"129","1.674737","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=290881 Win=781 Len=0"
"130","1.674737","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=293761 Win=781 Len=0"
"131","1.674737","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=296641 Win=781 Len=0"
"132","1.674737","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=299521 Win=781 Len=0"
"133","1.674737","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=302401 Win=781 Len=0"
"134","1.674737","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=305281 Win=781 Len=0"
"135","1.674737","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=308161 Win=781 Len=0"
"136","1.674737","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=311041 Win=781 Len=0"
"137","1.674737","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=313921 Win=781 Len=0"
"138","1.674737","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=316801 Win=781 Len=0"
"139","1.674737","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=319681 Win=781 Len=0"
"140","1.674737","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=321121 Win=781 Len=0"
"141","1.674829","10.12.189.219","20.209.142.129","SSLv2","51894","Encrypted Data, Encrypted Data, Encrypted Data, Encrypted Data, Encrypted Data"
"142","1.874556","IETF-VRRP-VRID_fe","Broadcast","ARP","60","Who has 10.12.179.6? Tell 10.12.176.1"
"143","1.874556","IETF-VRRP-VRID_fe","Broadcast","ARP","60","Who has 10.12.189.114? Tell 10.12.176.1"
"144","1.874556","IETF-VRRP-VRID_fe","Broadcast","ARP","60","Who has 10.12.182.26? Tell 10.12.176.1"
"145","1.977348","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=324001 Win=781 Len=0"
"146","1.977348","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=326881 Win=781 Len=0"
"147","1.977348","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=329761 Win=781 Len=0"
"148","1.977348","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=332641 Win=781 Len=0"
"149","1.977348","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=335521 Win=781 Len=0"
"150","1.977348","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=338401 Win=781 Len=0"
"151","1.977348","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=341281 Win=781 Len=0"
"152","1.977348","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=344161 Win=781 Len=0"
"153","1.977348","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=347041 Win=781 Len=0"
"154","1.977348","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=349921 Win=781 Len=0"
"155","1.977348","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=352801 Win=781 Len=0"
"156","1.977348","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=355681 Win=781 Len=0"
"157","1.977348","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=358561 Win=781 Len=0"
"158","1.977348","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=361441 Win=781 Len=0"
"159","1.977348","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=364321 Win=781 Len=0"
"160","1.977348","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=367201 Win=781 Len=0"
"161","1.977348","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=370081 Win=781 Len=0"
"162","1.977348","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=372961 Win=781 Len=0"
"163","1.977348","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=375841 Win=781 Len=0"
"164","1.977348","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=378721 Win=781 Len=0"
"165","1.977348","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=381601 Win=781 Len=0"
"166","1.977348","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=384481 Win=781 Len=0"
"167","1.977348","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=387361 Win=781 Len=0"
"168","1.977348","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=390241 Win=781 Len=0"
"169","1.977348","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=393121 Win=781 Len=0"
"170","1.977548","10.12.189.219","20.209.142.129","SSLv2","63414","Encrypted Data, Encrypted Data, Encrypted Data, Encrypted Data, Encrypted Data, Encrypted Data, Encrypted Data"
"171","1.977834","10.12.189.219","20.209.142.129","SSLv2","17334",""
"172","2.181360","HewlettPacka_81:05:00","Broadcast","ARP","60","Who has 10.12.179.73? Tell 10.12.191.254"
"173","2.285719","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=459361 Win=781 Len=0"
"174","2.285719","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=462241 Win=781 Len=0"
"175","2.285719","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=465121 Win=781 Len=0"
"176","2.285719","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=468001 Win=781 Len=0"
"177","2.285719","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=470881 Win=781 Len=0"
"178","2.285719","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=473761 Win=781 Len=0"
"179","2.285824","10.12.189.219","20.209.142.129","SSLv2","63414","Encrypted Data, Encrypted Data, Encrypted Data"
"180","2.286048","10.12.189.219","20.209.142.129","SSLv2","20214","Encrypted Data"
"181","2.306262","IETF-VRRP-VRID_fe","Broadcast","ARP","60","Who has 10.12.178.133? Tell 10.12.176.1"
"182","2.591544","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=476641 Win=781 Len=0"
"183","2.591544","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=479521 Win=781 Len=0"
"184","2.591544","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=482401 Win=781 Len=0"
"185","2.591544","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=485281 Win=781 Len=0"
"186","2.591544","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=488161 Win=781 Len=0"
"187","2.591544","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=491041 Win=781 Len=0"
"188","2.591682","10.12.189.219","20.209.142.129","SSLv2","21654","Encrypted Data, Encrypted Data"
"189","2.591909","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=493921 Win=781 Len=0"
"190","2.591909","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=496801 Win=781 Len=0"
"191","2.591909","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=499681 Win=781 Len=0"
"192","2.591934","10.12.189.219","20.209.142.129","SSLv2","10134",""
"193","2.592004","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=502561 Win=781 Len=0"
"194","2.592004","20.209.142.129","10.12.189.219","TCP","60","443  >  51229 [ACK] Seq=1 Ack=505441 Win=781 Len=0"
"195","2.592004","20.209.142.129","10.12.189.219","TCP","66","[TCP Dup ACK 194#1] 443  >  51229 [ACK] Seq=1 Ack=505441 Win=781 Len=0 SLE=508321 SRE=509761"
"196","2.592033","10.12.189.219","20.209.142.129","SSLv2","1494",""
"197","2.592069","10.12.189.219","20.209.142.129","SSLv2","1494",""
"198","2.592069","10.12.189.219","20.209.142.129","SSLv2","1494",""
"199","2.592069","10.12.189.219","20.209.142.129","SSLv2","1494",""
"200","2.592999","20.209.142.129","10.12.189.219","TCP","66","[TCP Dup ACK 194#2] 443  >  51229 [ACK] Seq=1 Ack=505441 Win=781 Len=0 SLE=508321 SRE=511201"
"201","2.592999","20.209.142.129","10.12.189.219","TCP","74","[TCP Dup ACK 194#3] 443  >  51229 [ACK] Seq=1 Ack=505441 Win=781 Len=0 SLE=512641 SRE=514081 SLE=508321 SRE=511201"
"202","2.592999","20.209.142.129","10.12.189.219","TCP","74","[TCP Dup ACK 194#4] 443  >  51229 [ACK] Seq=1 Ack=505441 Win=781 Len=0 SLE=512641 SRE=515521 SLE=508321 SRE=511201"
"203","2.593053","10.12.189.219","20.209.142.129","SSLv2","1494",""
"204","2.593140","10.12.189.219","20.209.142.129","SSLv2","1494","[TCP Fast Retransmission] "
"205","2.593172","10.12.189.219","20.209.142.129","SSLv2","730","[TCP Fast Retransmission] "
"206","2.595004","20.209.142.129","10.12.189.219","TCP","74","[TCP Dup ACK 194#5] 443  >  51229 [ACK] Seq=1 Ack=505441 Win=781 Len=0 SLE=512641 SRE=516961 SLE=508321 SRE=511201"
"207","2.595004","20.209.142.129","10.12.189.219","TCP","74","[TCP Dup ACK 194#6] 443  >  51229 [ACK] Seq=1 Ack=505441 Win=781 Len=0 SLE=512641 SRE=518401 SLE=508321 SRE=511201"
"208","2.595004","20.209.142.129","10.12.189.219","TCP","74","[TCP Dup ACK 194#7] 443  >  51229 [ACK] Seq=1 Ack=505441 Win=781 Len=0 SLE=512641 SRE=519841 SLE=508321 SRE=511201"
"209","2.595004","20.209.142.129","10.12.189.219","TCP","74","[TCP Dup ACK 194#8] 443  >  51229 [ACK] Seq=1 Ack=505441 Win=781 Len=0 SLE=512641 SRE=521281 SLE=508321 SRE=511201"
"210","2.595004","20.209.142.129","10.12.189.219","TCP","74","[TCP Dup ACK 194#9] 443  >  51229 [ACK] Seq=1 Ack=505441 Win=781 Len=0 SLE=512641 SRE=522721 SLE=508321 SRE=511201"
"211","2.595004","20.209.142.129","10.12.189.219","TCP","74","[TCP Dup ACK 194#10] 443  >  51229 [ACK] Seq=1 Ack=505441 Win=781 Len=0 SLE=512641 SRE=524161 SLE=508321 SRE=511201"
"212","2.595004","20.209.142.129","10.12.189.219","TCP","74","[TCP Dup ACK 194#11] 443  >  51229 [ACK] Seq=1 Ack=505441 Win=781 Len=0 SLE=512641 SRE=525601 SLE=508321 SRE=511201"
"213","2.595004","20.209.142.129","10.12.189.219","TCP","74","[TCP Dup ACK 194#12] 443  >  51229 [ACK] Seq=1 Ack=505441 Win=781 Len=0 SLE=512641 SRE=527041 SLE=508321 SRE=511201"
